id,area,elem_elem,neighbor_elem,elem_side,neighbor_side,nx,ny,nz,face_cx,face_cy,face_cz,elem_cx,elem_cy,elem_cz,neighbor_cx,neighbor_cy,neighbor_cz,u_elem,u_neighbor,u_size_elem,u_size_neighbor,u_face_type,v_elem,v_neighbor,v_size_elem,v_size_neighbor,v_face_type
0,0.33333333333333,0,-1,0,0,0,-1,0,0.16666666666667,-2,0,0.16666666666667,-1.5,0,0.16666666666667,-2.5,0,0,-1,4,1,2,0,-1,1,1,2
1,1,0,1,1,0,1,0,0,0.33333333333333,-1.5,0,0.16666666666667,-1.5,0,0.5,-1.5,0,0,1,4,4,1,0,1,1,1,1
2,0.33333333333333,0,3,2,0,0,1,-0,0.16666666666667,-1,0,0.16666666666667,-1.5,0,0.16666666666667,-0.5,0,0,3,4,4,1,0,3,1,1,1
3,1,0,-1,3,0,-1,0,0,0,-1.5,0,0.16666666666667,-1.5,0,-0.16666666666667,-1.5,0,0,-1,4,1,2,0,-1,1,1,2
4,0.33333333333333,1,-1,0,0,0,-1,0,0.5,-2,0,0.5,-1.5,0,0.5,-2.5,0,1,-1,4,1,2,1,-1,1,1,2
5,1,1,2,1,0,1,0,0,0.66666666666667,-1.5,0,0.5,-1.5,0,0.83333333333333,-1.5,0,1,4,4,4,1,1,2,1,1,1
6,0.33333333333333,1,4,2,0,0,1,-0,0.5,-1,0,0.5,-1.5,0,0.5,-0.5,0,1,2,4,4,1,1,4,1,1,1
7,0.33333333333333,2,-1,0,0,0,-1,0,0.83333333333333,-2,0,0.83333333333333,-1.5,0,0.83333333333333,-2.5,0,4,-1,4,1,2,2,-1,1,1,2
8,1,2,-1,1,0,1,0,0,1,-1.5,0,0.83333333333333,-1.5,0,1.1666666666667,-1.5,0,4,-1,4,1,2,2,-1,1,1,2
9,0.33333333333333,2,5,2,0,0,1,-0,0.83333333333333,-1,0,0.83333333333333,-1.5,0,0.83333333333333,-0.5,0,4,5,4,4,1,2,5,1,1,1
10,1,3,4,1,0,1,0,0,0.33333333333333,-0.5,0,0.16666666666667,-0.5,0,0.5,-0.5,0,3,2,4,4,1,3,4,1,1,1
11,0.33333333333333,3,6,2,0,0,1,-0,0.16666666666667,0,0,0.16666666666667,-0.5,0,0.16666666666667,0.5,0,3,9,4,4,1,3,6,1,1,1
12,1,3,-1,3,0,-1,0,0,0,-0.5,0,0.16666666666667,-0.5,0,-0.16666666666667,-0.5,0,3,-1,4,1,2,3,-1,1,1,2
13,1,4,5,1,0,1,0,0,0.66666666666667,-0.5,0,0.5,-0.5,0,0.83333333333333,-0.5,0,2,5,4,4,1,4,5,1,1,1
14,0.33333333333333,4,7,2,0,0,1,-0,0.5,0,0,0.5,-0.5,0,0.5,0.5,0,2,8,4,4,1,4,7,1,1,1
15,1,5,-1,1,0,1,0,0,1,-0.5,0,0.83333333333333,-0.5,0,1.1666666666667,-0.5,0,5,-1,4,1,2,5,-1,1,1,2
16,0.33333333333333,5,8,2,0,0,1,-0,0.83333333333333,0,0,0.83333333333333,-0.5,0,0.83333333333333,0.5,0,5,10,4,4,1,5,8,1,1,1
17,1,6,7,1,0,1,0,0,0.33333333333333,0.5,0,0.16666666666667,0.5,0,0.5,0.5,0,9,8,4,4,1,6,7,1,1,1
18,0.33333333333333,6,9,2,0,0,1,-0,0.16666666666667,1,0,0.16666666666667,0.5,0,0.16666666666667,1.5,0,9,13,4,4,1,6,9,1,1,1
19,1,6,-1,3,0,-1,0,0,0,0.5,0,0.16666666666667,0.5,0,-0.16666666666667,0.5,0,9,-1,4,1,2,6,-1,1,1,2
20,1,7,8,1,0,1,0,0,0.66666666666667,0.5,0,0.5,0.5,0,0.83333333333333,0.5,0,8,10,4,4,1,7,8,1,1,1
21,0.33333333333333,7,10,2,0,0,1,-0,0.5,1,0,0.5,0.5,0,0.5,1.5,0,8,12,4,4,1,7,10,1,1,1
22,1,8,-1,1,0,1,0,0,1,0.5,0,0.83333333333333,0.5,0,1.1666666666667,0.5,0,10,-1,4,1,2,8,-1,1,1,2
23,0.33333333333333,8,11,2,0,0,1,-0,0.83333333333333,1,0,0.83333333333333,0.5,0,0.83333333333333,1.5,0,10,14,4,4,1,8,11,1,1,1
24,1,9,10,1,0,1,0,0,0.33333333333333,1.5,0,0.16666666666667,1.5,0,0.5,1.5,0,13,12,4,4,1,9,10,1,1,1
25,0.33333333333333,9,12,2,0,0,1,-0,0.16666666666667,2,0,0.16666666666667,1.5,0,0.16666666666667,2.5,0,13,17,4,4,1,9,12,1,1,1
26,1,9,-1,3,0,-1,0,0,0,1.5,0,0.16666666666667,1.5,0,-0.16666666666667,1.5,0,13,-1,4,1,2,9,-1,1,1,2
27,1,10,11,1,0,1,0,0,0.66666666666667,1.5,0,0.5,1.5,0,0.83333333333333,1.5,0,12,14,4,4,1,10,11,1,1,1
28,0.33333333333333,10,13,2,0,0,1,-0,0.5,2,0,0.5,1.5,0,0.5,2.5,0,12,16,4,4,1,10,13,1,1,1
29,1,11,-1,1,0,1,0,0,1,1.5,0,0.83333333333333,1.5,0,1.1666666666667,1.5,0,14,-1,4,1,2,11,-1,1,1,2
30,0.33333333333333,11,14,2,0,0,1,-0,0.83333333333333,2,0,0.83333333333333,1.5,0,0.83333333333333,2.5,0,14,18,4,4,1,11,14,1,1,1
