gauss_process_avg,sample_p0,gauss_process_avg_std
300.59556384614,9000,0.029441618844222
300.59325965769,9020,0.028993093050507
300.59075146018,9040,0.028415646404595
300.58806096142,9060,0.027686696951592
300.58521884983,9080,0.026784014309469
300.58226472312,9100,0.025686976066585
300.57924651751,9120,0.024377934436868
300.57621940583,9140,0.022843606268786
300.57324416844,9160,0.021076393896042
300.57038508087,9180,0.019075551214075
300.56770740329,9200,0.016848135111791
300.56527459527,9220,0.014409746447795
300.5631454112,9240,0.011785240584866
300.56137105363,9260,0.0090102155017732
300.55999257066,9280,0.0061373016179453
300.55903867791,9300,0.0032797301798389
300.5585241648,9320,0.0013698720850832
300.55844901035,9340,0.0033571778292879
300.55879828719,9360,0.0061585190017069
300.55954287883,9380,0.0089227675044526
300.56064097738,9400,0.011534020391625
300.56204027364,9420,0.013930183604939
300.56368070156,9440,0.016062902335188
300.56549756074,9460,0.017891823827562
300.56742481529,9480,0.019383514267284
300.56939835852,9500,0.020511301517616
300.57135903955,9520,0.021255316239331
300.57325527039,9540,0.021602582319423
300.57504506703,9560,0.021547149913248
300.576697423,9580,0.021090293893659
300.5781929643,9600,0.02024079118393
300.57952388641,9620,0.019015267043212
300.58069322358,9640,0.017438576907887
300.58171354326,9660,0.015544181174448
300.58260519203,9680,0.013374501161568
300.5833942416,9700,0.0109813925782
300.58411029323,9720,0.0084274676990679
300.58478429603,9740,0.0057919918452882
300.585446521,9760,0.0032091350269827
300.586124809,9780,0.001385276964306
300.58684318023,9800,0.0027334608751392
300.5876208585,9820,0.0049534286120408
300.58847172751,9840,0.007035112396452
300.58940420278,9860,0.0088300700516117
300.5904214734,9880,0.010266880421908
300.59152204492,9900,0.011298677078738
300.59270050026,9920,0.011896905110604
300.59394838879,9940,0.012050976283752
300.59525515621,9960,0.011768735658797
300.59660903737,9980,0.011076632331613
300.59799784931,10000,0.010019289083975
300.59940964138,10020,0.0086584829368004
300.60083317984,10040,0.0070719375788253
300.60225826468,10060,0.005353475130032
300.6036758942,10080,0.0036213807027068
300.60507830609,10100,0.0020778123304423
300.60645893279,10120,0.0013718211371772
300.60781231152,10140,0.0020719546293102
300.60913398755,10160,0.0030536504497512
300.610420443,10180,0.0038192171952842
300.61166907353,10200,0.0042515739184454
300.61287822436,10220,0.0043150966361606
300.61404728524,10240,0.0040130435298467
300.61517683326,10260,0.0033828445709659
300.61626880411,10280,0.0025102801073868
300.61732666598,10300,0.0016222811696429
300.61835556777,10320,0.001465374860788
300.61936243272,10340,0.0024180260608005
300.62035597121,10360,0.0037031790813766
300.62134659076,10380,0.0049658114971429
300.62234618679,10400,0.0060606486964338
300.62336780469,10420,0.0068946898100205
300.62442517068,10440,0.0074017382041994
300.62553209648,10460,0.007538782647235
300.62670177073,10480,0.0072862654298504
300.62794595788,10500,0.0066488401978366
300.6292741339,10520,0.0056563745274878
300.63069259613,10540,0.0043677101780918
300.63220359288,10560,0.0028925629447804
300.63380452537,10580,0.0015693191186697
300.63548727959,10600,0.0017595122450747
300.63723774809,10620,0.0032780398986223
300.63903559956,10640,0.0049497137586361
300.64085434717,10660,0.0064954934215917
300.64266175442,10680,0.0077965146815139
300.64442059906,10700,0.0087715515511767
300.64608979286,10720,0.0093613798611311
300.64762582924,10740,0.0095265773790296
300.64898450299,10760,0.0092474647196083
300.65012282059,10780,0.0085241492476437
300.65100099744,10800,0.0073765588325806
300.65158442313,10820,0.0058459584382418
300.65184546932,10840,0.0040065617419374
300.65176501846,10860,0.0020697416169194
300.65133360591,10880,0.00163257350892
300.65055209155,10900,0.0037502725099406
300.64943180897,10920,0.0063315282160892
300.64799417695,10940,0.0089966618762541
300.64626979634,10960,0.011639172434597
300.64429709211,10980,0.014191304810475
